workerID, gender, nativeLanguage, income, age, sentenceID, domain, numberType, utteredPriceRounded, utteredPrice, inferredPrice0, inferredPrice1, inferredPrice2, inferredPrice3, inferredPrice4, inferredPrice5, inferredPrice6, inferredPrice7, inferredPrice8, inferredPrice9,  probOpinion, order, buyer, 
A61GHYNS1DFT7, M, English, 4, 25, 30, laptop, sharp, 10000, 9998, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.45, 1, 1, 4, Gary, 
A61GHYNS1DFT7, M, English, 4, 25, 27, laptop, sharp, 500, 502, 0.025, 0.025, 0.3, 0.975, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.425, 5, Daniel, 
A61GHYNS1DFT7, M, English, 4, 25, 18, watch, sharp, 1000, 1001, 0.025, 0, 0.025, 0.025, 0.5, 0.975, 0.025, 0.025, 0.025, 0.025, 0.875, 6, Robert, 
A61GHYNS1DFT7, M, English, 4, 25, 3, electric kettle, round, 1000, 1000, 0.025, 0.025, 0, 0.025, 0.975, 0.875, 0, 0.025, 0.025, 0.025, 1, 7, Calvin, 
A61GHYNS1DFT7, M, English, 4, 25, 17, watch, sharp, 500, 501, 0.025, 0.025, 0.275, 0.975, 0.025, 0.025, 0.025, 0.025, 0.025, 0, 0.825, 8, Quinn, 
A61GHYNS1DFT7, M, English, 4, 25, 20, watch, sharp, 10000, 9997, 0.025, 0.025, 0.025, 0.025, 0, 0.025, 0.075, 0.075, 0.25, 1, 1, 9, Tom, 
A61GHYNS1DFT7, M, English, 4, 25, 15, watch, round, 10000, 10000, 0.025, 0.025, 0.05, 0.025, 0.025, 0.025, 0.125, 0.125, 0.975, 0.75, 1, 10, Owen, 
A61GHYNS1DFT7, M, English, 4, 25, 10, electric kettle, sharp, 10000, 10001, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.1, 0.075, 0.75, 0.975, 1, 11, Jake, 
A61GHYNS1DFT7, M, English, 4, 25, 24, laptop, round, 5000, 5000, 0, 0.025, 0.025, 0, 0.1, 0.125, 0.675, 0.925, 0, 0.025, 0.975, 12, Albert, 
A61GHYNS1DFT7, M, English, 4, 25, 22, laptop, round, 500, 500, 0.025, 0.025, 0.925, 0.9, 0.025, 0.025, 0.025, 0.025, 0, 0.025, 0.625, 13, Winston, 
A61GHYNS1DFT7, M, English, 4, 25, 11, watch, round, 50, 50, 0.975, 0.9, 0, 0, 0, 0, 0, 0.025, 0.025, 0, 0.5, 14, Kenneth, 
A61GHYNS1DFT7, M, English, 4, 25, 28, laptop, sharp, 1000, 1001, 0.025, 0.025, 0.125, 0.1, 0.6, 0.975, 0.025, 0.025, 0.025, 0.025, 0.625, 15, Ethan, 
A3EOZ3IMHEN3CV, F, English, 4, 55, 4, electric kettle, round, 5000, 5000, 0, 0, 0, 0, 0.225, 0.25, 1, 1, 0, 0, 1, 1, David, 
A3EOZ3IMHEN3CV, F, English, 4, 55, 18, watch, sharp, 1000, 1003, 0.225, 0.225, 0.5, 0.5, 1, 1, 0, 0, 0, 0, 0.725, 2, Robert, 
A3EOZ3IMHEN3CV, F, English, 4, 55, 26, laptop, sharp, 50, 48, 1, 1, 0.275, 0.25, 0, 0, 0, 0, 0, 0, 0, 3, Charles, 
A3EOZ3IMHEN3CV, F, English, 4, 55, 29, laptop, sharp, 5000, 4998, 0, 0, 0, 0, 0.225, 0.2, 1, 1, 0, 0, 1, 4, Fred, 
A3EOZ3IMHEN3CV, F, English, 4, 55, 23, laptop, round, 1000, 1000, 0, 0, 0.225, 0.225, 1, 1, 0, 0, 0, 0, 0.5, 5, Zach, 
A3EOZ3IMHEN3CV, F, English, 4, 55, 9, electric kettle, sharp, 5000, 5003, 0, 0.025, 0, 0, 0.2, 0.175, 1, 1, 0, 0, 1, 6, Ivan, 
A3EOZ3IMHEN3CV, F, English, 4, 55, 3, electric kettle, round, 1000, 1000, 0, 0, 0.6, 0.625, 1, 1, 0, 0, 0, 0, 0.725, 7, Calvin, 
A3EOZ3IMHEN3CV, F, English, 4, 55, 11, watch, round, 50, 50, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, Kenneth, 
A3EOZ3IMHEN3CV, F, English, 4, 55, 28, laptop, sharp, 1000, 1002, 0, 0, 0.6, 0.6, 1, 1, 0, 0, 0, 0, 0.75, 9, Ethan, 
A3EOZ3IMHEN3CV, F, English, 4, 55, 15, watch, round, 10000, 10000, 0, 0, 0, 0, 0, 0, 0.225, 0.25, 1, 1, 1, 10, Owen, 
A3EOZ3IMHEN3CV, F, English, 4, 55, 1, electric kettle, round, 50, 50, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, Alex, 
A3EOZ3IMHEN3CV, F, English, 4, 55, 17, watch, sharp, 500, 499, 0.15, 0.15, 1, 1, 0.5, 0.525, 0, 0, 0, 0, 0.5, 12, Quinn, 
A3EOZ3IMHEN3CV, F, English, 4, 55, 12, watch, round, 500, 500, 0.125, 0.125, 1, 1, 0.225, 0.25, 0, 0, 0, 0, 0.5, 13, Luke, 
A3EOZ3IMHEN3CV, F, English, 4, 55, 13, watch, round, 1000, 1000, 0.15, 0.175, 0.225, 0.225, 1, 1, 0, 0, 0, 0, 0.5, 14, Matt, 
A3EOZ3IMHEN3CV, F, English, 4, 55, 19, watch, sharp, 5000, 4997, 0, 0, 0, 0, 0.2, 0.2, 1, 1, 0, 0, 0.75, 15, Steve, 
A3HNPSPTA0NIR6, F, ENGLISH, 4, 65, 20, watch, sharp, 10000, 10003, 0, 0, 0.95, 0.75, 0.3, 0.3, 0.15, 0.15, 0, 0, 1, 1, Tom, 
A3HNPSPTA0NIR6, F, ENGLISH, 4, 65, 30, laptop, sharp, 10000, 10003, 0, 0.05, 0.25, 0.25, 0.975, 0.9, 0, 0.025, 0.025, 0, 1, 2, Gary, 
A3HNPSPTA0NIR6, F, ENGLISH, 4, 65, 25, laptop, round, 10000, 10000, 0.025, 0.05, 0.775, 0.8, 0.975, 0.9, 0.025, 0, 0, 0, 1, 3, Barry, 
A3HNPSPTA0NIR6, F, ENGLISH, 4, 65, 5, electric kettle, round, 10000, 10000, 1, 0.925, 0, 0.025, 0.025, 0.025, 0.025, 0, 0, 0, 0.25, 4, Eric, 
A3HNPSPTA0NIR6, F, ENGLISH, 4, 65, 15, watch, round, 10000, 10000, 0, 0.025, 1, 0.9, 0, 0.025, 0.025, 0.025, 0.025, 0.025, 0.25, 5, Owen, 
A3HNPSPTA0NIR6, F, ENGLISH, 4, 65, 8, electric kettle, sharp, 1000, 999, 1, 0.925, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.25, 6, Harry, 
A3HNPSPTA0NIR6, F, ENGLISH, 4, 65, 12, watch, round, 500, 500, 0.025, 0.025, 1, 0.95, 0, 0.025, 0.025, 0.025, 0.025, 0.025, 0.75, 7, Luke, 
A3HNPSPTA0NIR6, F, ENGLISH, 4, 65, 2, electric kettle, round, 500, 500, 1, 0.9, 0.775, 0.725, 0, 0.025, 0.025, 0.025, 0, 0, 0.4, 8, Bob, 
A3HNPSPTA0NIR6, F, ENGLISH, 4, 65, 17, watch, sharp, 500, 502, 0.025, 0.025, 0.9, 1, 0, 0, 0, 0.025, 0.025, 0, 0.4, 9, Quinn, 
A3HNPSPTA0NIR6, F, ENGLISH, 4, 65, 14, watch, round, 5000, 5000, 0.05, 0, 0.025, 0.025, 0.025, 0.025, 0.975, 0.9, 0.025, 0, 0.725, 10, Nathan, 
A3HNPSPTA0NIR6, F, ENGLISH, 4, 65, 28, laptop, sharp, 1000, 998, 0.025, 0.025, 0.275, 0.275, 0.925, 1, 0.025, 0.025, 0.025, 0.025, 0.75, 11, Ethan, 
A3HNPSPTA0NIR6, F, ENGLISH, 4, 65, 13, watch, round, 1000, 1000, 0.025, 0, 0.025, 0.025, 1, 0.925, 0.025, 0.025, 0.025, 0.025, 0.775, 12, Matt, 
A3HNPSPTA0NIR6, F, ENGLISH, 4, 65, 11, watch, round, 50, 50, 1, 0.875, 0.025, 0.025, 0.025, 0, 0.025, 0.025, 0.025, 0, 0.25, 13, Kenneth, 
A3HNPSPTA0NIR6, F, ENGLISH, 4, 65, 22, laptop, round, 500, 500, 0.025, 0, 0.975, 0.9, 0.025, 0.025, 0.025, 0.025, 0, 0.025, 0.425, 14, Winston, 
A3HNPSPTA0NIR6, F, ENGLISH, 4, 65, 1, electric kettle, round, 50, 50, 1, 0.925, 0, 0.025, 0, 0.025, 0.025, 0.025, 0, 0.025, 0.25, 15, Alex, 
A2TD6LB9994K72, M, english, 6, 35, 26, laptop, sharp, 50, 48, 0.275, 0.275, 0.7, 0.85, 0.825, 0.575, 0.025, 0, 0, 0, 0, 1, Charles, 
A2TD6LB9994K72, M, english, 6, 35, 30, laptop, sharp, 10000, 9997, 0.25, 0.275, 0.9, 0.875, 0.675, 0.6, 0.05, 0.05, 0.05, 0.05, 0, 2, Gary, 
A2TD6LB9994K72, M, english, 6, 35, 17, watch, sharp, 500, 498, 0.15, 0.15, 0.85, 0.85, 0.775, 0.8, 0.025, 0.025, 0.025, 0.05, 0.9, 3, Quinn, 
A2TD6LB9994K72, M, english, 6, 35, 12, watch, round, 500, 500, 0.025, 0, 0.925, 0.925, 0.725, 0.675, 0.025, 0.025, 0.025, 0.025, 0.95, 4, Luke, 
A2TD6LB9994K72, M, english, 6, 35, 24, laptop, round, 5000, 5000, 0.1, 0.025, 0.9, 0.85, 0.7, 0.75, 0.025, 0.025, 0.025, 0.025, 0.05, 5, Albert, 
A2TD6LB9994K72, M, english, 6, 35, 11, watch, round, 50, 50, 0.125, 0.1, 0.875, 0.95, 0.75, 0.75, 0.025, 0.025, 0.025, 0.025, 0, 6, Kenneth, 
A2TD6LB9994K72, M, english, 6, 35, 19, watch, sharp, 5000, 4999, 0.025, 0.075, 0.9, 0.875, 0.75, 0.775, 0.025, 0, 0.025, 0.025, 0.9, 7, Steve, 
A2TD6LB9994K72, M, english, 6, 35, 2, electric kettle, round, 500, 500, 0.875, 0.9, 0.375, 0.25, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.3, 8, Bob, 
A2TD6LB9994K72, M, english, 6, 35, 16, watch, sharp, 50, 51, 0.95, 0.925, 0.375, 0.375, 0.05, 0.025, 0.025, 0.025, 0.025, 0.025, 0.975, 9, Patrick, 
A2TD6LB9994K72, M, english, 6, 35, 5, electric kettle, round, 10000, 10000, 0.975, 0.95, 0.4, 0.325, 0.025, 0.025, 0, 0.025, 0.025, 0.025, 0, 10, Eric, 
A2TD6LB9994K72, M, english, 6, 35, 21, laptop, round, 50, 50, 0.15, 0.125, 0.9, 0.925, 0.7, 0.775, 0, 0.025, 0, 0, 0, 11, Victor, 
A2TD6LB9994K72, M, english, 6, 35, 14, watch, round, 5000, 5000, 0.525, 0.5, 0.625, 0.725, 0.85, 0.85, 0.875, 0.875, 0.825, 0.875, 0.775, 12, Nathan, 
A2TD6LB9994K72, M, english, 6, 35, 1, electric kettle, round, 50, 50, 0.95, 0.95, 0.4, 0.275, 0.05, 0.075, 0.05, 0.05, 0.025, 0.025, 1, 13, Alex, 
A2TD6LB9994K72, M, english, 6, 35, 7, electric kettle, sharp, 500, 503, 0.95, 0.95, 0.225, 0.25, 0.025, 0.05, 0.025, 0.05, 0.025, 0.05, 0.175, 14, George, 
A2TD6LB9994K72, M, english, 6, 35, 3, electric kettle, round, 1000, 1000, 0.9, 0.95, 0.625, 0.65, 0.075, 0.025, 0.025, 0.025, 0.05, 0.025, 0.1, 15, Calvin, 
ACJJUQ96T22RC, F, English, 4, 25, 8, electric kettle, sharp, 1000, 1003, 0.025, 0, 0.475, 0.475, 0.75, 1, 0.2, 0.175, 0, 0, 1, 1, Harry, 
ACJJUQ96T22RC, F, English, 4, 25, 2, electric kettle, round, 500, 500, 0, 0, 1, 0.75, 0.175, 0.125, 0, 0, 0, 0, 0.75, 2, Bob, 
ACJJUQ96T22RC, F, English, 4, 25, 19, watch, sharp, 5000, 5001, 0.025, 0.025, 0, 0.025, 0.2, 0.2, 0.8, 0.975, 0.5, 0.5, 1, 3, Steve, 
ACJJUQ96T22RC, F, English, 4, 25, 4, electric kettle, round, 5000, 5000, 0.025, 0.025, 0, 0.025, 0.5, 0.15, 1, 0.8, 0.325, 0.3, 1, 4, David, 
ACJJUQ96T22RC, F, English, 4, 25, 21, laptop, round, 50, 50, 1, 0.825, 0.025, 0.025, 0.025, 0.025, 0, 0.025, 0.025, 0.025, 0, 5, Victor, 
ACJJUQ96T22RC, F, English, 4, 25, 9, electric kettle, sharp, 5000, 5002, 0, 0, 0, 0, 0, 0, 0.8, 1, 0.125, 0.1, 1, 6, Ivan, 
ACJJUQ96T22RC, F, English, 4, 25, 22, laptop, round, 500, 500, 0.025, 0, 1, 0.85, 0, 0, 0, 0, 0, 0, 0.75, 7, Winston, 
ACJJUQ96T22RC, F, English, 4, 25, 6, electric kettle, sharp, 50, 52, 0.775, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.25, 8, Frank, 
ACJJUQ96T22RC, F, English, 4, 25, 7, electric kettle, sharp, 500, 502, 0, 0, 0.825, 1, 0, 0, 0, 0, 0, 0, 0.75, 9, George, 
ACJJUQ96T22RC, F, English, 4, 25, 15, watch, round, 10000, 10000, 0, 0, 0, 0, 0, 0, 0.5, 0.5, 1, 0.825, 1, 10, Owen, 
ACJJUQ96T22RC, F, English, 4, 25, 3, electric kettle, round, 1000, 1000, 0, 0, 0, 0, 1, 0.825, 0.225, 0.175, 0, 0, 1, 11, Calvin, 
ACJJUQ96T22RC, F, English, 4, 25, 24, laptop, round, 5000, 5000, 0, 0, 0, 0, 0, 0, 1, 0.85, 0, 0.025, 1, 12, Albert, 
ACJJUQ96T22RC, F, English, 4, 25, 12, watch, round, 500, 500, 0, 0, 1, 0.875, 0, 0, 0, 0, 0, 0, 0.75, 13, Luke, 
ACJJUQ96T22RC, F, English, 4, 25, 28, laptop, sharp, 1000, 999, 0, 0, 0, 0, 0.825, 1, 0, 0, 0, 0, 0.75, 14, Ethan, 
ACJJUQ96T22RC, F, English, 4, 25, 25, laptop, round, 10000, 10000, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.8, 1, 15, Barry, 
AGU5IU3FVGAW0, M, English, 0, 25, 21, laptop, round, 50, 50, 0.125, 0.175, 0.825, 0.8, 0.625, 0.675, 0, 0, 0, 0, 0.75, 1, Victor, 
AGU5IU3FVGAW0, M, English, 0, 25, 6, electric kettle, sharp, 50, 52, 0.725, 0.7, 0.7, 0.625, 0.225, 0.2, 0.2, 0.125, 0.025, 0, 0.625, 2, Frank, 
AGU5IU3FVGAW0, M, English, 0, 25, 25, laptop, round, 10000, 10000, 0.125, 0.225, 0.725, 0.725, 0.625, 0.675, 0.125, 0.125, 0.025, 0.025, 0, 3, Barry, 
AGU5IU3FVGAW0, M, English, 0, 25, 27, laptop, sharp, 500, 499, 0.25, 0.125, 0.8, 0.75, 0.575, 0.625, 0.025, 0.025, 0.025, 0.025, 0.75, 4, Daniel, 
AGU5IU3FVGAW0, M, English, 0, 25, 13, watch, round, 1000, 1000, 0.375, 0.4, 0.65, 0.625, 0.65, 0.375, 0.325, 0.275, 0.05, 0.025, 0.625, 5, Matt, 
AGU5IU3FVGAW0, M, English, 0, 25, 24, laptop, round, 5000, 5000, 0.2, 0.2, 0.6, 0.675, 0.625, 0.625, 0.1, 0.175, 0.025, 0.025, 0.45, 6, Albert, 
AGU5IU3FVGAW0, M, English, 0, 25, 3, electric kettle, round, 1000, 1000, 0.35, 0.325, 0.625, 0.625, 0.625, 0.575, 0.025, 0.1, 0.05, 0.05, 0.7, 7, Calvin, 
AGU5IU3FVGAW0, M, English, 0, 25, 8, electric kettle, sharp, 1000, 1002, 0.325, 0.3, 0.7, 0.65, 0.625, 0.6, 0.25, 0.25, 0.175, 0.15, 0.675, 8, Harry, 
AGU5IU3FVGAW0, M, English, 0, 25, 11, watch, round, 50, 50, 0.55, 0.55, 0.625, 0.7, 0.65, 0.7, 0.6, 0.6, 0.025, 0.025, 0.7, 9, Kenneth, 
AGU5IU3FVGAW0, M, English, 0, 25, 17, watch, sharp, 500, 503, 0.4, 0.325, 0.65, 0.65, 0.65, 0.6, 0.375, 0.275, 0.175, 0.025, 0.6, 10, Quinn, 
AGU5IU3FVGAW0, M, English, 0, 25, 22, laptop, round, 500, 500, 0.325, 0.375, 0.65, 0.625, 0.55, 0.5, 0.4, 0.25, 0.025, 0.025, 0.6, 11, Winston, 
AGU5IU3FVGAW0, M, English, 0, 25, 9, electric kettle, sharp, 5000, 5003, 0.45, 0.35, 0.675, 0.675, 0.65, 0.65, 0.65, 0.625, 0.025, 0.025, 0.725, 12, Ivan, 
AGU5IU3FVGAW0, M, English, 0, 25, 26, laptop, sharp, 50, 52, 0.25, 0.25, 0.7, 0.725, 0.625, 0.625, 0.625, 0.5, 0.025, 0.025, 0.275, 13, Charles, 
AGU5IU3FVGAW0, M, English, 0, 25, 18, watch, sharp, 1000, 1001, 0.425, 0.375, 0.65, 0.7, 0.625, 0.625, 0.325, 0.35, 0.025, 0.025, 0.6, 14, Robert, 
AGU5IU3FVGAW0, M, English, 0, 25, 20, watch, sharp, 10000, 9998, 0.375, 0.325, 0.4, 0.5, 0.625, 0.575, 0.375, 0.425, 0.025, 0, 0.075, 15, Tom, 
A2H5FQFR4C014A, M, English, 8, 25, 3, electric kettle, round, 1000, 1000, 0.225, 0.175, 0.175, 0.175, 0.95, 0.625, 0.05, 0.025, 0.075, 0.05, 0.8, 1, Calvin, 
A2H5FQFR4C014A, M, English, 8, 25, 18, watch, sharp, 1000, 998, 0.025, 0.05, 0.05, 0.05, 0.625, 0.925, 0.025, 0.025, 0.025, 0.025, 0.7, 2, Robert, 
A2H5FQFR4C014A, M, English, 8, 25, 20, watch, sharp, 10000, 10002, 0.05, 0.075, 0.075, 0.05, 0.1, 0.075, 0.075, 0.075, 0.725, 0.925, 0.775, 3, Tom, 
A2H5FQFR4C014A, M, English, 8, 25, 24, laptop, round, 5000, 5000, 0.175, 0.175, 0.2, 0.175, 0.175, 0.2, 0.95, 0.775, 0.175, 0.175, 0.725, 4, Albert, 
A2H5FQFR4C014A, M, English, 8, 25, 21, laptop, round, 50, 50, 0.9, 0.75, 0.2, 0.2, 0.2, 0.175, 0.2, 0.175, 0.175, 0.175, 0.25, 5, Victor, 
A2H5FQFR4C014A, M, English, 8, 25, 23, laptop, round, 1000, 1000, 0.2, 0.2, 0.2, 0.2, 0.95, 0.775, 0.2, 0.2, 0.175, 0.175, 0.5, 6, Zach, 
A2H5FQFR4C014A, M, English, 8, 25, 25, laptop, round, 10000, 10000, 0.2, 0.225, 0.2, 0.2, 0.2, 0.15, 0.15, 0.15, 0.925, 0.775, 0.65, 7, Barry, 
A2H5FQFR4C014A, M, English, 8, 25, 28, laptop, sharp, 1000, 999, 0.2, 0.25, 0.175, 0.175, 0.7, 0.925, 0.15, 0.15, 0.175, 0.175, 0.5, 8, Ethan, 
A2H5FQFR4C014A, M, English, 8, 25, 2, electric kettle, round, 500, 500, 0.15, 0.175, 0.925, 0.775, 0.125, 0.15, 0.15, 0.15, 0.15, 0.15, 0.6, 9, Bob, 
A2H5FQFR4C014A, M, English, 8, 25, 22, laptop, round, 500, 500, 0.15, 0.175, 0.95, 0.8, 0.15, 0.125, 0.15, 0.125, 0.125, 0.125, 0.375, 10, Winston, 
A2H5FQFR4C014A, M, English, 8, 25, 8, electric kettle, sharp, 1000, 997, 0.175, 0.15, 0.175, 0.15, 0.7, 0.925, 0.125, 0.175, 0.15, 0.15, 0.675, 11, Harry, 
A2H5FQFR4C014A, M, English, 8, 25, 30, laptop, sharp, 10000, 9997, 0.125, 0.175, 0.175, 0.15, 0.125, 0.1, 0.2, 0.125, 0.65, 0.925, 0.725, 12, Gary, 
A2H5FQFR4C014A, M, English, 8, 25, 13, watch, round, 1000, 1000, 0.2, 0.175, 0.175, 0.175, 0.925, 0.725, 0.15, 0.15, 0.15, 0.15, 0.5, 13, Matt, 
A2H5FQFR4C014A, M, English, 8, 25, 19, watch, sharp, 5000, 5001, 0.175, 0.175, 0.15, 0.175, 0.175, 0.15, 0.75, 0.925, 0.2, 0.175, 0.575, 14, Steve, 
A2H5FQFR4C014A, M, English, 8, 25, 26, laptop, sharp, 50, 52, 0.725, 0.9, 0.2, 0.2, 0.15, 0.175, 0.175, 0.175, 0.175, 0.175, 0.15, 15, Charles, 
A2NAABOSB0CQT5, F, english, 4, 55, 30, laptop, sharp, 10000, 9998, 0.025, 0, 0.75, 0.6, 0.675, 0.825, 0.25, 0.375, 0.05, 0.25, 0.25, 1, Gary, 
A2NAABOSB0CQT5, F, english, 4, 55, 10, electric kettle, sharp, 10000, 9998, 0.725, 0.725, 0.05, 0.25, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.2, 2, Jake, 
A2NAABOSB0CQT5, F, english, 4, 55, 26, laptop, sharp, 50, 51, 0.025, 0.25, 0.725, 0.725, 0.875, 0.925, 0.025, 0.025, 0.025, 0, 0.075, 3, Charles, 
A2NAABOSB0CQT5, F, english, 4, 55, 28, laptop, sharp, 1000, 998, 0, 0.025, 0.625, 0.65, 0.775, 0.725, 0.025, 0.025, 0.025, 0, 0.85, 4, Ethan, 
A2NAABOSB0CQT5, F, english, 4, 55, 2, electric kettle, round, 500, 500, 0.8, 0.95, 0.15, 0.125, 0.025, 0.025, 0.025, 0, 0.025, 0.025, 0.725, 5, Bob, 
A2NAABOSB0CQT5, F, english, 4, 55, 3, electric kettle, round, 1000, 1000, 0.85, 0.75, 0.275, 0.3, 0.025, 0.025, 0, 0.025, 0.025, 0, 0.5, 6, Calvin, 
A2NAABOSB0CQT5, F, english, 4, 55, 13, watch, round, 1000, 1000, 0.5, 0.5, 0.75, 0.825, 0.975, 0.875, 0.875, 0.775, 0.025, 0.025, 0.25, 7, Matt, 
A2NAABOSB0CQT5, F, english, 4, 55, 9, electric kettle, sharp, 5000, 5003, 0.7, 0.825, 0.275, 0.25, 0.05, 0.025, 0.025, 0.025, 0.025, 0, 0.975, 8, Ivan, 
A2NAABOSB0CQT5, F, english, 4, 55, 15, watch, round, 10000, 10000, 0.65, 0.75, 0.9, 0.8, 0.975, 1, 0.975, 0.975, 0.025, 0.025, 0.9, 9, Owen, 
A2NAABOSB0CQT5, F, english, 4, 55, 22, laptop, round, 500, 500, 0, 0.025, 0.725, 0.5, 0.775, 0.8, 0.025, 0.025, 0.025, 0, 0.225, 10, Winston, 
A2NAABOSB0CQT5, F, english, 4, 55, 17, watch, sharp, 500, 503, 0.575, 0.5, 0.7, 0.725, 0.875, 0.85, 0.975, 0.825, 0.025, 0, 0.475, 11, Quinn, 
A2NAABOSB0CQT5, F, english, 4, 55, 5, electric kettle, round, 10000, 10000, 0.725, 0.7, 0.3, 0.275, 0, 0.025, 0, 0.025, 0.025, 0.025, 0.975, 12, Eric, 
A2NAABOSB0CQT5, F, english, 4, 55, 25, laptop, round, 10000, 10000, 0.25, 0, 0.725, 0.75, 0.925, 0.925, 0.225, 0.2, 0.025, 0.025, 0.95, 13, Barry, 
A2NAABOSB0CQT5, F, english, 4, 55, 12, watch, round, 500, 500, 0.6, 0.575, 0.775, 0.775, 0.95, 0.975, 0.025, 0, 0.025, 0, 0.675, 14, Luke, 
A2NAABOSB0CQT5, F, english, 4, 55, 20, watch, sharp, 10000, 10003, 0.575, 0.575, 0.75, 0.7, 0.9, 0.875, 0.275, 0.25, 0.025, 0, 0.925, 15, Tom, 
A287OIEBGAKC4, F, korean, 0, 35, 29, laptop, sharp, 5000, 4997, 0.075, 0.125, 0.1, 0.1, 0.1, 0.1, 0.1, 0.975, 0.025, 0.025, 1, 1, Fred, 
A287OIEBGAKC4, F, korean, 0, 35, 16, watch, sharp, 50, 51, 0.075, 1, 0.075, 0.075, 0.025, 0, 0, 0, 0.025, 0.025, 0.525, 2, Patrick, 
A287OIEBGAKC4, F, korean, 0, 35, 4, electric kettle, round, 5000, 5000, 0.125, 0.15, 0.125, 0.1, 0.1, 0.1, 1, 0.275, 0.075, 0.075, 0.975, 3, David, 
A287OIEBGAKC4, F, korean, 0, 35, 26, laptop, sharp, 50, 49, 0.15, 0.15, 0.75, 0.6, 0.05, 0.075, 0.1, 0.1, 0.05, 0, 0.075, 4, Charles, 
A287OIEBGAKC4, F, korean, 0, 35, 13, watch, round, 1000, 1000, 0.125, 0.1, 0.65, 0.725, 0.825, 0.125, 0.075, 0.05, 0.05, 0.05, 0.725, 5, Matt, 
A287OIEBGAKC4, F, korean, 0, 35, 11, watch, round, 50, 50, 0.5, 0.5, 0.5, 0.5, 0.075, 0.05, 0.05, 0.075, 0.05, 0.05, 0.475, 6, Kenneth, 
A287OIEBGAKC4, F, korean, 0, 35, 14, watch, round, 5000, 5000, 0.05, 0.075, 0.675, 0.6, 0.45, 0.45, 0.425, 0.325, 0.075, 0.05, 0.925, 7, Nathan, 
A287OIEBGAKC4, F, korean, 0, 35, 19, watch, sharp, 5000, 5002, 0.1, 0.075, 0.5, 0.5, 0.775, 0.8, 0.875, 0.875, 0.075, 0.075, 0.975, 8, Steve, 
A287OIEBGAKC4, F, korean, 0, 35, 12, watch, round, 500, 500, 0.05, 0.025, 0.95, 0.9, 0.075, 0.05, 0.1, 0.025, 0, 0, 0.75, 9, Luke, 
A287OIEBGAKC4, F, korean, 0, 35, 27, laptop, sharp, 500, 501, 0.1, 0.1, 0.9, 0.95, 0.075, 0.05, 0.025, 0.025, 0.025, 0.05, 0.65, 10, Daniel, 
A287OIEBGAKC4, F, korean, 0, 35, 30, laptop, sharp, 10000, 10001, 0.025, 0.025, 0.5, 0.5, 0.5, 0.275, 0.175, 0.15, 0.075, 0.125, 0.975, 11, Gary, 
A287OIEBGAKC4, F, korean, 0, 35, 21, laptop, round, 50, 50, 0.075, 0.075, 0.4, 0.325, 0.25, 0.1, 0.075, 0.05, 0.025, 0, 0.05, 12, Victor, 
A287OIEBGAKC4, F, korean, 0, 35, 23, laptop, round, 1000, 1000, 0.3, 0.4, 0.45, 0.4, 0.8, 0.75, 0.05, 0.05, 0.025, 0.05, 0.7, 13, Zach, 
A287OIEBGAKC4, F, korean, 0, 35, 6, electric kettle, sharp, 50, 53, 0.65, 0.825, 0.225, 0.025, 0.075, 0.05, 0.05, 0.05, 0.05, 0.025, 0.5, 14, Frank, 
A287OIEBGAKC4, F, korean, 0, 35, 8, electric kettle, sharp, 1000, 997, 0.075, 0.075, 0.35, 0.375, 0.15, 0.35, 0.025, 0, 0, 0.025, 0.725, 15, Harry, 
A32UO0DUJ1NX5J, M, English, 4, 25, 6, electric kettle, sharp, 50, 53, 0.725, 0.875, 0, 0, 0, 0, 0, 0, 0.025, 0.025, 0.875, 1, Frank, 
A32UO0DUJ1NX5J, M, English, 4, 25, 28, laptop, sharp, 1000, 998, 0, 0.025, 0.425, 0.35, 0.75, 0.85, 0.025, 0.025, 0.025, 0.025, 0.75, 2, Ethan, 
A32UO0DUJ1NX5J, M, English, 4, 25, 30, laptop, sharp, 10000, 10001, 0, 0.025, 0.65, 0.6, 0.75, 0.775, 0.15, 0.175, 0.125, 0.175, 0.75, 3, Gary, 
A32UO0DUJ1NX5J, M, English, 4, 25, 7, electric kettle, sharp, 500, 502, 0.625, 0.65, 0.575, 0.55, 0.075, 0.1, 0.025, 0.025, 0.025, 0.025, 0.925, 4, George, 
A32UO0DUJ1NX5J, M, English, 4, 25, 19, watch, sharp, 5000, 4998, 0.7, 0.7, 0.4, 0.375, 0.1, 0.1, 0.05, 0.05, 0.025, 0.025, 0.875, 5, Steve, 
